couple_id,f_age,f_imprace,f_attr,f_sinc,f_intel,f_fun,f_amb,f_like,m_age,m_imprace,m_attr,m_sinc,m_intel,m_fun,m_amb,m_like,int_corr,samerace,match
f298-m309,22.0,7.0,7.0,9.0,9.0,6.0,7.0,8.0,32.0,5.0,8.0,10.0,8.0,8.0,8.0,8.0,0.65,1,0
f298-m310,22.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0,25.0,7.0,7.0,7.0,7.0,8.0,6.0,5.0,0.5,1,0
f298-m311,22.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,29.0,1.0,5.0,6.0,6.0,7.0,5.0,7.0,0.0,0,0
f298-m312,22.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,23.0,3.0,5.0,7.0,7.0,5.0,5.0,5.0,0.24,1,0
f298-m313,22.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,27.0,2.0,4.0,6.0,7.0,5.0,7.0,7.0,-0.02,1,0
f298-m314,22.0,7.0,6.0,8.0,8.0,6.0,8.0,6.0,32.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,0.34,0,0
f298-m315,22.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,27.0,1.0,8.0,7.0,9.0,8.0,3.0,7.0,0.47,1,0
f298-m316,22.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,25.0,3.0,5.0,6.0,5.0,4.0,4.0,3.0,0.25,1,0
f298-m317,22.0,7.0,9.0,7.0,8.0,7.0,7.0,7.0,30.0,1.0,4.0,8.0,7.0,4.0,6.0,4.0,0.45,1,0
f298-m318,22.0,7.0,6.0,7.0,8.0,6.0,7.0,6.0,29.0,1.0,5.0,6.0,7.0,6.0,6.0,6.0,-0.07,0,0
f298-m319,22.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,26.0,2.0,7.0,8.0,8.0,5.0,6.0,6.0,-0.26,1,0
f298-m320,22.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,36.0,6.0,6.0,10.0,7.0,5.0,5.0,8.0,0.25,1,0
f298-m321,22.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,29.0,3.0,4.0,7.0,7.0,6.0,6.0,5.0,0.31,1,0
f299-m308,24.0,1.0,8.0,9.0,10.0,10.0,10.0,9.0,27.0,7.0,8.0,9.0,8.0,8.0,6.0,9.0,0.03,1,0
f299-m309,24.0,1.0,7.0,8.0,8.0,7.0,7.0,7.0,32.0,5.0,7.0,10.0,9.0,9.0,8.0,7.0,0.76,0,0
f299-m310,24.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,25.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,0.3,0,0
f299-m311,24.0,1.0,10.0,9.0,9.0,9.0,9.0,9.0,29.0,1.0,5.0,5.0,6.0,4.0,7.0,6.0,-0.17,1,0
f299-m312,24.0,1.0,8.0,9.0,9.0,8.0,9.0,8.0,23.0,3.0,5.0,7.0,8.0,7.0,6.0,5.0,0.4,0,0
f299-m313,24.0,1.0,8.0,9.0,9.0,8.0,8.0,8.0,27.0,2.0,4.0,7.0,7.0,5.0,5.0,5.0,0.25,0,0
f299-m314,24.0,1.0,8.0,9.0,8.0,8.0,8.0,8.0,32.0,3.0,6.0,6.0,5.0,5.0,6.0,5.0,0.26,0,0
f299-m315,24.0,1.0,7.0,7.0,10.0,9.0,9.0,8.0,27.0,1.0,7.0,9.0,9.0,7.0,6.0,7.0,0.76,0,0
f299-m316,24.0,1.0,10.0,10.0,10.0,10.0,10.0,9.0,25.0,3.0,5.0,8.0,7.0,8.0,5.0,7.0,0.59,0,1
f299-m317,24.0,1.0,8.0,9.0,9.0,9.0,9.0,9.0,30.0,1.0,5.0,8.0,8.0,7.0,6.0,6.0,0.62,0,0
f299-m318,24.0,1.0,7.0,9.0,10.0,9.0,9.0,7.0,29.0,1.0,4.0,7.0,8.0,7.0,4.0,5.0,0.33,0,0
f299-m319,24.0,1.0,7.0,8.0,8.0,8.0,8.0,8.0,26.0,2.0,7.0,9.0,8.0,10.0,9.0,8.0,-0.15,0,0
f299-m320,24.0,1.0,7.0,9.0,9.0,7.0,7.0,6.0,36.0,6.0,6.0,10.0,8.0,6.0,5.0,6.0,0.55,0,0
f299-m321,24.0,1.0,6.0,7.0,7.0,2.0,2.0,4.0,29.0,3.0,6.0,7.0,7.0,6.0,6.0,5.0,0.57,0,0
f300-m308,35.0,1.0,6.0,10.0,10.0,9.0,10.0,7.0,27.0,7.0,6.0,8.0,8.0,7.0,6.0,7.0,0.24,0,0
f300-m309,35.0,1.0,10.0,10.0,10.0,10.0,9.0,10.0,32.0,5.0,10.0,10.0,8.0,9.0,8.0,8.0,0.73,1,0
f300-m310,35.0,1.0,6.0,9.0,10.0,7.0,7.0,4.0,25.0,7.0,6.0,6.0,6.0,5.0,7.0,5.0,0.07,1,0
f300-m311,35.0,1.0,7.0,10.0,9.0,9.0,8.0,9.0,29.0,1.0,4.0,2.0,5.0,4.0,5.0,5.0,0.22,0,0
f300-m312,35.0,1.0,8.0,10.0,9.0,9.0,9.0,9.0,23.0,3.0,4.0,6.0,6.0,4.0,4.0,3.0,0.54,1,0
f300-m314,35.0,1.0,4.0,9.0,10.0,6.0,9.0,3.0,32.0,3.0,5.0,7.0,7.0,4.0,5.0,4.0,0.32,0,0
f300-m315,35.0,1.0,8.0,10.0,10.0,8.0,7.0,8.0,27.0,1.0,5.0,9.0,9.0,6.0,6.0,6.0,0.77,1,0
f300-m316,35.0,1.0,8.0,9.0,9.0,10.0,7.0,9.0,25.0,3.0,6.0,8.0,8.0,7.0,7.0,6.0,0.52,1,1
f300-m317,35.0,1.0,10.0,9.0,10.0,10.0,9.0,10.0,30.0,1.0,4.0,7.0,8.0,5.0,6.0,6.0,0.79,1,0
f300-m318,35.0,1.0,7.0,10.0,9.0,7.0,10.0,6.0,29.0,1.0,7.0,7.0,7.0,6.0,5.0,7.0,0.11,0,0
f300-m319,35.0,1.0,8.0,10.0,10.0,10.0,9.0,9.0,26.0,2.0,6.0,8.0,9.0,8.0,9.0,7.0,-0.03,1,1
f300-m320,35.0,1.0,8.0,9.0,10.0,9.0,10.0,8.0,36.0,6.0,9.0,4.0,5.0,2.0,2.0,3.0,0.64,1,0
f300-m321,35.0,1.0,9.0,8.0,10.0,9.0,8.0,7.0,29.0,3.0,4.0,7.0,7.0,5.0,5.0,4.0,0.66,1,0
f301-m308,34.0,3.0,5.0,6.0,8.0,2.0,9.0,5.0,27.0,7.0,7.0,9.0,8.0,7.0,6.0,8.0,0.31,0,0
f301-m309,34.0,3.0,6.0,7.0,10.0,5.0,10.0,6.0,32.0,5.0,8.0,10.0,10.0,8.0,10.0,8.0,0.65,1,1
f301-m310,34.0,3.0,3.0,7.0,7.0,2.0,9.0,2.0,25.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,0.31,1,0
f301-m311,34.0,3.0,7.0,8.0,9.0,7.0,9.0,7.0,29.0,1.0,6.0,6.0,7.0,8.0,7.0,6.0,0.17,0,1
f301-m312,34.0,3.0,5.0,6.0,8.0,2.0,5.0,3.0,23.0,3.0,6.0,6.0,8.0,5.0,8.0,4.0,0.36,1,0
f301-m313,34.0,3.0,7.0,7.0,8.0,8.0,5.0,8.0,27.0,2.0,5.0,8.0,9.0,8.0,8.0,8.0,0.26,1,0
f301-m314,34.0,3.0,7.0,6.0,7.0,6.0,8.0,5.0,32.0,3.0,7.0,7.0,7.0,7.0,5.0,6.0,0.48,0,0
f301-m315,34.0,3.0,5.0,6.0,6.0,5.0,6.0,5.0,27.0,1.0,5.0,8.0,8.0,7.0,7.0,6.0,0.54,1,0
f301-m316,34.0,3.0,6.0,6.0,7.0,7.0,8.0,7.0,25.0,3.0,5.0,6.0,8.0,4.0,5.0,3.0,0.36,1,0
f301-m317,34.0,3.0,9.0,8.0,8.0,10.0,5.0,8.0,30.0,1.0,4.0,10.0,10.0,8.0,5.0,6.0,0.67,1,0
f301-m318,34.0,3.0,5.0,10.0,10.0,5.0,10.0,6.0,29.0,1.0,7.0,7.0,7.0,6.0,7.0,7.0,0.15,0,0
f301-m319,34.0,3.0,5.0,6.0,10.0,5.0,6.0,4.0,26.0,2.0,5.0,6.0,7.0,8.0,9.0,6.0,-0.11,1,0
f301-m320,34.0,3.0,5.0,6.0,10.0,4.0,10.0,5.0,36.0,6.0,7.0,8.0,9.0,2.0,9.0,5.0,0.63,1,0
f301-m321,34.0,3.0,6.0,6.0,7.0,7.0,9.0,7.0,29.0,3.0,6.0,7.0,8.0,7.0,5.0,7.0,0.63,1,0
f302-m309,21.0,8.0,4.0,9.0,8.0,4.0,8.0,4.0,32.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,-0.3,1,0
f302-m312,21.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,23.0,3.0,6.0,4.0,4.0,8.0,4.0,6.0,-0.13,1,0
f302-m314,21.0,8.0,5.0,7.0,10.0,7.0,7.0,4.0,32.0,3.0,7.0,5.0,6.0,7.0,6.0,6.0,0.16,0,0
f302-m316,21.0,8.0,7.0,6.0,6.0,7.0,8.0,7.0,25.0,3.0,4.0,5.0,6.0,8.0,7.0,5.0,0.1,1,0
f302-m320,21.0,8.0,6.0,9.0,8.0,6.0,8.0,4.0,36.0,6.0,5.0,8.0,6.0,10.0,5.0,9.0,-0.35,1,0
f303-m308,33.0,2.0,4.0,6.0,7.0,5.0,8.0,6.0,27.0,7.0,8.0,9.0,10.0,7.0,6.0,8.0,0.43,0,0
f303-m309,33.0,2.0,7.0,8.0,8.0,8.0,8.0,7.0,32.0,5.0,10.0,10.0,10.0,9.0,10.0,8.0,0.59,1,0
f303-m310,33.0,2.0,7.0,5.0,7.0,3.0,6.0,4.0,25.0,7.0,6.0,8.0,7.0,5.0,5.0,6.0,0.17,1,0
f303-m311,33.0,2.0,8.0,7.0,8.0,8.0,8.0,7.0,29.0,1.0,8.0,7.0,7.0,8.0,5.0,8.0,0.43,0,0
f303-m312,33.0,2.0,6.0,10.0,9.0,8.0,8.0,7.0,23.0,3.0,9.0,8.0,8.0,6.0,7.0,9.0,0.55,1,0
f303-m313,33.0,2.0,7.0,8.0,8.0,8.0,8.0,8.0,27.0,2.0,7.0,7.0,9.0,8.0,9.0,9.0,0.19,1,1
f303-m314,33.0,2.0,6.0,7.0,9.0,6.0,9.0,7.0,32.0,3.0,6.0,7.0,7.0,7.0,6.0,7.0,0.51,0,0
f303-m315,33.0,2.0,5.0,6.0,8.0,5.0,8.0,5.0,27.0,1.0,7.0,7.0,7.0,7.0,6.0,6.0,0.58,1,0
f303-m316,33.0,2.0,6.0,7.0,8.0,7.0,8.0,7.0,25.0,3.0,6.0,5.0,6.0,6.0,3.0,4.0,0.48,1,0
f303-m317,33.0,2.0,7.0,7.0,7.0,9.0,8.0,7.0,30.0,1.0,7.0,7.0,9.0,8.0,7.0,7.0,0.56,1,0
f303-m318,33.0,2.0,5.0,7.0,7.0,6.0,7.0,6.0,29.0,1.0,6.0,4.0,5.0,5.0,5.0,6.0,0.21,0,0
f303-m319,33.0,2.0,3.0,6.0,5.0,5.0,5.0,4.0,26.0,2.0,9.0,7.0,8.0,9.0,8.0,8.0,0.04,1,0
f303-m320,33.0,2.0,5.0,8.0,9.0,7.0,8.0,6.0,36.0,6.0,7.0,7.0,7.0,5.0,5.0,5.0,0.8,1,0
f303-m321,33.0,2.0,4.0,6.0,8.0,6.0,8.0,6.0,29.0,3.0,5.0,7.0,7.0,6.0,6.0,6.0,0.51,1,0
f304-m308,28.0,1.0,2.0,8.0,9.0,1.0,8.0,5.0,27.0,7.0,7.0,9.0,8.0,7.0,6.0,8.0,0.11,0,0
f304-m309,28.0,1.0,6.0,7.0,8.0,8.0,7.0,5.0,32.0,5.0,8.0,10.0,8.0,10.0,8.0,8.0,0.36,1,0
f304-m310,28.0,1.0,8.0,7.0,9.0,2.0,6.0,3.0,25.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,0.07,1,0
f304-m311,28.0,1.0,7.0,7.0,7.0,5.0,7.0,5.0,29.0,1.0,7.0,7.0,4.0,5.0,5.0,6.0,0.31,0,0
f304-m312,28.0,1.0,7.0,6.0,8.0,3.0,5.0,5.0,23.0,3.0,6.0,6.0,6.0,6.0,4.0,6.0,0.13,1,0
f304-m313,28.0,1.0,6.0,9.0,8.0,7.0,5.0,6.0,27.0,2.0,6.0,8.0,7.0,8.0,6.0,7.0,0.25,1,0
f304-m314,28.0,1.0,6.0,9.0,10.0,3.0,9.0,6.0,32.0,3.0,5.0,7.0,5.0,6.0,7.0,6.0,0.63,0,0
f304-m315,28.0,1.0,6.0,8.0,10.0,3.0,8.0,6.0,27.0,1.0,7.0,9.0,8.0,8.0,3.0,6.0,0.51,1,0
f304-m316,28.0,1.0,9.0,8.0,9.0,9.0,9.0,6.0,25.0,3.0,8.0,8.0,8.0,9.0,6.0,8.0,0.41,1,0
f304-m317,28.0,1.0,7.0,7.0,8.0,10.0,7.0,9.0,30.0,1.0,8.0,6.0,8.0,8.0,8.0,8.0,0.61,1,1
f304-m318,28.0,1.0,5.0,6.0,7.0,3.0,7.0,6.0,29.0,1.0,5.0,6.0,5.0,6.0,6.0,5.0,0.31,0,0
f304-m319,28.0,1.0,3.0,6.0,5.0,5.0,6.0,5.0,26.0,2.0,6.0,6.0,6.0,9.0,8.0,7.0,-0.27,1,0
f304-m320,28.0,1.0,5.0,6.0,7.0,3.0,7.0,5.0,36.0,6.0,5.0,7.0,6.0,5.0,5.0,5.0,0.49,1,0
f304-m321,28.0,1.0,5.0,5.0,6.0,3.0,5.0,4.0,29.0,3.0,4.0,7.0,6.0,6.0,5.0,4.0,0.55,1,0
f305-m308,29.0,6.0,5.0,8.0,8.0,7.0,7.0,7.0,27.0,7.0,8.0,9.0,8.0,7.0,6.0,8.0,0.19,1,0
f305-m309,29.0,6.0,7.0,9.0,9.0,8.0,2.0,8.0,32.0,5.0,10.0,10.0,10.0,10.0,10.0,8.0,0.46,0,1
f305-m310,29.0,6.0,8.0,7.0,8.0,6.0,6.0,7.0,25.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,0.19,0,0
f305-m311,29.0,6.0,9.0,8.0,8.0,6.0,6.0,8.0,29.0,1.0,5.0,7.0,6.0,5.0,6.0,6.0,0.03,1,0
f305-m312,29.0,6.0,7.0,8.0,8.0,8.0,7.0,8.0,23.0,3.0,5.0,7.0,8.0,4.0,8.0,5.0,0.1,0,0
f305-m313,29.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,27.0,2.0,6.0,7.0,7.0,5.0,6.0,5.0,0.23,0,0
f305-m314,29.0,6.0,6.0,8.0,9.0,8.0,8.0,7.0,32.0,3.0,6.0,6.0,6.0,6.0,5.0,6.0,0.59,0,0
f305-m315,29.0,6.0,5.0,9.0,9.0,8.0,7.0,8.0,27.0,1.0,9.0,8.0,8.0,6.0,4.0,7.0,0.53,0,1
f305-m316,29.0,6.0,7.0,5.0,7.0,5.0,9.0,6.0,25.0,3.0,5.0,6.0,5.0,4.0,4.0,3.0,0.38,0,0
f305-m317,29.0,6.0,8.0,5.0,8.0,9.0,7.0,7.0,30.0,1.0,8.0,9.0,9.0,8.0,5.0,7.0,0.46,0,0
f305-m318,29.0,6.0,4.0,7.0,8.0,5.0,7.0,5.0,29.0,1.0,5.0,6.0,5.0,6.0,5.0,5.0,0.35,0,0
f305-m319,29.0,6.0,4.0,6.0,7.0,5.0,9.0,6.0,26.0,2.0,6.0,8.0,6.0,5.0,8.0,7.0,-0.26,0,0
f305-m320,29.0,6.0,7.0,7.0,7.0,5.0,5.0,6.0,36.0,6.0,8.0,2.0,9.0,5.0,9.0,5.0,0.45,0,0
f305-m321,29.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,29.0,3.0,4.0,8.0,7.0,6.0,5.0,5.0,0.47,0,0
f306-m308,22.0,6.0,9.0,9.0,9.0,9.0,8.0,8.0,27.0,7.0,10.0,10.0,10.0,10.0,8.0,9.0,0.39,1,0
f306-m310,22.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,25.0,7.0,8.0,8.0,7.0,6.0,7.0,6.0,0.1,0,0
f306-m311,22.0,6.0,8.0,8.0,7.0,8.0,7.0,8.0,29.0,1.0,6.0,5.0,5.0,2.0,8.0,7.0,0.0,1,0
f306-m312,22.0,6.0,7.0,8.0,8.0,7.0,7.0,7.0,23.0,3.0,7.0,6.0,6.0,5.0,5.0,5.0,-0.21,0,0
f306-m313,22.0,6.0,7.0,8.0,8.0,6.0,6.0,7.0,27.0,2.0,4.0,8.0,6.0,6.0,6.0,4.0,-0.18,0,0
f306-m314,22.0,6.0,6.0,8.0,7.0,7.0,8.0,6.0,32.0,3.0,9.0,8.0,7.0,8.0,5.0,8.0,0.34,0,0
f306-m315,22.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,27.0,1.0,8.0,8.0,9.0,10.0,4.0,7.0,-0.21,0,1
f306-m316,22.0,6.0,7.0,8.0,8.0,7.0,8.0,7.0,25.0,3.0,6.0,6.0,5.0,3.0,4.0,2.0,-0.39,0,0
f306-m317,22.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,30.0,1.0,7.0,10.0,7.0,6.0,4.0,6.0,-0.1,0,0
f306-m319,22.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,26.0,2.0,8.0,6.0,7.0,6.0,5.0,7.0,-0.37,0,0
f306-m320,22.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,36.0,6.0,6.0,7.0,4.0,4.0,4.0,5.0,0.2,0,0
f306-m321,22.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,29.0,3.0,4.0,8.0,7.0,7.0,5.0,6.0,-0.08,0,0
f307-m308,27.0,1.0,3.0,6.0,7.0,5.0,5.0,6.0,27.0,7.0,8.0,9.0,9.0,8.0,7.0,9.0,0.4,1,0
f307-m310,27.0,1.0,4.0,6.0,6.0,4.0,4.0,4.0,25.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,-0.21,0,0
f307-m311,27.0,1.0,7.5,8.0,8.0,7.0,7.0,7.0,29.0,1.0,5.0,8.0,6.0,7.0,5.0,7.0,0.28,1,0
f307-m312,27.0,1.0,7.0,8.0,7.5,8.0,7.0,8.0,23.0,3.0,7.0,8.0,8.0,6.0,7.0,7.0,0.43,0,1
f307-m313,27.0,1.0,8.0,9.0,9.0,9.0,8.0,9.0,27.0,2.0,5.0,7.0,9.0,8.0,8.0,8.0,0.36,0,0
f307-m314,27.0,1.0,4.0,8.0,8.0,5.0,8.0,6.0,32.0,3.0,7.0,8.0,7.0,7.0,5.0,7.0,0.48,0,0
f307-m315,27.0,1.0,6.5,8.0,8.0,6.0,7.0,6.0,27.0,1.0,10.0,8.0,10.0,9.0,5.0,8.0,0.39,0,0
f307-m317,27.0,1.0,7.0,6.0,7.0,8.0,5.0,7.0,30.0,1.0,7.0,7.0,7.0,6.0,8.0,7.0,0.31,0,1
f307-m318,27.0,1.0,4.0,6.0,7.0,6.0,6.0,5.0,29.0,1.0,6.0,6.0,7.0,6.0,5.0,6.0,0.18,0,0
f307-m319,27.0,1.0,3.0,8.0,6.0,7.0,5.0,6.0,26.0,2.0,9.0,9.0,7.0,7.0,5.0,8.0,-0.01,0,0
f307-m320,27.0,1.0,5.0,6.0,6.0,5.0,4.0,5.0,36.0,6.0,6.0,8.0,8.0,4.0,6.0,5.0,0.48,0,0
f307-m321,27.0,1.0,4.0,7.0,8.0,5.0,8.0,7.0,29.0,3.0,6.0,8.0,7.0,8.0,7.0,7.0,0.4,0,0
f323-m332,25.0,1.0,6.0,7.0,8.0,8.0,6.0,6.0,30.0,1.0,8.0,10.0,9.0,7.0,8.0,8.0,0.33,1,1
f323-m333,25.0,1.0,8.0,7.0,8.0,7.0,6.0,7.0,23.0,5.0,8.0,8.0,7.0,7.0,7.0,8.0,-0.33,0,1
f323-m334,25.0,1.0,8.0,7.0,8.0,7.0,7.0,7.0,29.0,1.0,8.0,7.0,7.0,6.0,6.0,7.0,-0.37,1,0
f323-m336,25.0,1.0,6.0,7.0,7.0,6.0,6.0,6.0,25.0,1.0,6.0,5.0,4.0,3.0,4.0,3.0,0.49,0,0
f323-m337,25.0,1.0,6.0,8.0,7.0,7.0,6.0,6.0,28.0,1.0,10.0,10.0,9.0,7.0,7.0,8.0,-0.07,0,0
f323-m338,25.0,1.0,6.0,7.0,7.0,6.0,6.0,6.0,27.0,1.0,6.0,6.0,7.0,6.0,6.0,6.0,0.51,0,0
f324-m332,23.0,8.0,1.0,10.0,10.0,6.0,5.0,3.0,30.0,1.0,10.0,10.0,9.0,10.0,10.0,10.0,0.04,0,1
f324-m333,23.0,8.0,3.0,6.0,7.0,7.0,6.0,7.0,23.0,5.0,7.0,8.0,7.0,7.0,6.0,8.0,-0.25,1,0
f324-m334,23.0,8.0,2.0,6.0,8.0,9.0,5.0,7.0,29.0,1.0,6.0,8.0,6.0,6.0,6.0,6.0,-0.26,0,0
f324-m336,23.0,8.0,3.0,7.0,8.0,9.0,6.0,2.0,25.0,1.0,7.0,7.0,6.0,8.0,6.0,7.0,0.33,0,1
f324-m337,23.0,8.0,1.0,7.0,9.0,7.0,6.0,3.0,28.0,1.0,6.0,6.0,7.0,7.0,6.0,5.0,0.15,1,0
f324-m338,23.0,8.0,1.0,7.0,9.0,2.0,5.0,2.0,27.0,1.0,5.0,6.0,6.0,5.0,6.0,4.0,0.2,0,0
f325-m332,30.0,2.0,5.0,7.0,8.0,7.0,7.0,5.0,30.0,1.0,5.0,10.0,9.0,10.0,8.0,7.0,0.37,0,0
f325-m333,30.0,2.0,7.0,7.0,7.0,7.0,5.0,7.0,23.0,5.0,5.0,8.0,7.0,7.0,6.0,8.0,-0.05,0,0
f325-m334,30.0,2.0,7.0,6.0,7.0,8.0,6.0,6.0,29.0,1.0,7.0,8.0,8.0,8.0,7.0,8.0,-0.18,0,0
f325-m335,30.0,2.0,8.0,7.0,8.0,5.0,7.0,8.0,24.0,1.0,4.0,8.0,5.0,7.0,7.0,5.0,0.13,0,0
f325-m336,30.0,2.0,6.0,7.0,6.0,8.0,5.0,5.0,25.0,1.0,6.0,8.0,8.0,7.0,5.0,4.0,0.63,1,0
f325-m337,30.0,2.0,6.0,8.0,8.0,7.0,7.0,5.0,28.0,1.0,10.0,9.0,9.0,10.0,8.0,9.0,0.37,0,1
f325-m338,30.0,2.0,5.0,5.0,7.0,5.0,7.0,4.0,27.0,1.0,5.0,6.0,7.0,7.0,6.0,6.0,0.63,0,1
f326-m334,36.0,5.0,8.0,10.0,9.0,10.0,7.0,8.0,29.0,1.0,6.0,8.0,8.0,8.0,6.0,6.0,-0.11,0,0
f326-m335,36.0,5.0,7.0,10.0,10.0,6.0,10.0,7.0,24.0,1.0,4.0,7.0,6.0,6.0,6.0,4.0,0.18,0,0
f326-m337,36.0,5.0,8.0,10.0,9.0,10.0,9.0,8.0,28.0,1.0,7.0,10.0,9.0,7.0,7.0,6.0,-0.09,0,1
f327-m332,29.0,2.0,5.0,10.0,8.0,8.0,8.0,8.0,30.0,1.0,9.0,10.0,10.0,10.0,9.0,9.0,0.54,0,0
f327-m334,29.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,29.0,1.0,9.0,7.0,7.0,8.0,8.0,8.0,-0.1,0,0
f327-m335,29.0,2.0,8.0,10.0,8.0,8.0,8.0,6.0,24.0,1.0,7.0,6.0,7.0,6.0,5.0,6.0,0.19,1,0
f327-m336,29.0,2.0,8.0,8.0,8.0,10.0,8.0,10.0,25.0,1.0,8.0,5.0,7.0,7.0,6.0,8.0,0.65,0,0
f327-m337,29.0,2.0,8.0,10.0,8.0,8.0,8.0,8.0,28.0,1.0,10.0,10.0,10.0,9.0,9.0,10.0,0.24,1,0
f327-m338,29.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,27.0,1.0,8.0,8.0,8.0,7.0,8.0,6.0,0.75,0,0
f328-m332,30.0,1.0,6.0,8.0,8.0,10.0,8.0,8.0,30.0,1.0,10.0,10.0,9.0,10.0,9.0,10.0,0.7,0,0
f328-m333,30.0,1.0,8.0,8.0,8.0,8.0,6.0,9.0,23.0,5.0,6.0,8.0,7.0,6.0,6.0,7.0,0.21,1,0
f328-m334,30.0,1.0,8.0,6.0,8.0,8.0,8.0,8.0,29.0,1.0,8.0,8.0,8.0,7.0,6.0,8.0,0.08,0,0
f328-m335,30.0,1.0,8.0,7.0,8.0,8.0,8.0,6.0,24.0,1.0,5.0,8.0,6.0,6.0,6.0,6.0,0.59,1,0
f328-m336,30.0,1.0,6.0,8.0,8.0,8.0,7.0,10.0,25.0,1.0,5.0,7.0,7.0,4.0,9.0,2.0,0.72,0,0
f328-m337,30.0,1.0,7.0,9.0,8.0,8.0,7.0,10.0,28.0,1.0,9.0,6.0,8.0,7.0,7.0,6.0,0.38,1,0
f328-m338,30.0,1.0,5.0,7.0,7.0,5.0,10.0,5.0,27.0,1.0,8.0,8.0,8.0,8.0,7.0,7.0,0.65,0,0
f329-m332,29.0,1.0,6.0,7.0,7.0,5.0,6.0,6.0,30.0,1.0,4.0,6.0,8.0,5.0,5.0,4.0,0.74,0,0
f329-m333,29.0,1.0,7.0,6.0,8.0,7.0,8.0,7.0,23.0,5.0,4.0,6.0,6.0,5.0,6.0,5.0,-0.08,1,0
f329-m334,29.0,1.0,8.0,6.0,8.0,7.0,8.0,7.0,29.0,1.0,6.0,7.0,7.0,5.0,5.0,6.0,0.12,0,0
f329-m336,29.0,1.0,7.0,7.0,9.0,6.0,7.0,8.0,25.0,1.0,2.0,2.0,5.0,1.0,7.0,1.0,0.73,0,0
f329-m337,29.0,1.0,6.0,8.0,8.0,6.0,7.0,7.0,28.0,1.0,7.0,9.0,8.0,6.0,6.0,6.0,0.41,1,0
f329-m338,29.0,1.0,3.0,7.0,8.0,6.0,8.0,4.0,27.0,1.0,6.0,8.0,7.0,6.0,7.0,7.0,0.72,0,0
f330-m332,22.0,3.0,3.0,9.0,8.0,4.0,6.0,4.0,30.0,1.0,7.0,7.0,8.0,6.0,6.0,5.0,0.11,1,0
f330-m333,22.0,3.0,8.0,9.0,9.0,8.0,9.0,8.5,23.0,5.0,9.0,8.0,7.0,9.0,6.0,9.0,0.08,0,1
f330-m334,22.0,3.0,6.0,8.0,6.0,7.0,6.0,6.0,29.0,1.0,8.0,8.0,8.0,7.0,8.0,8.0,0.31,1,0
f330-m335,22.0,3.0,6.0,7.0,9.0,6.0,8.0,6.0,24.0,1.0,8.0,8.0,8.0,8.0,6.0,7.0,0.31,0,0
f330-m336,22.0,3.0,4.0,9.0,8.0,4.0,7.0,5.0,25.0,1.0,6.0,3.0,7.0,6.0,9.0,4.0,0.07,0,0
f330-m337,22.0,3.0,4.0,8.0,8.0,4.0,6.0,4.0,28.0,1.0,10.0,7.0,8.0,8.0,8.0,6.0,0.41,0,0
f330-m338,22.0,3.0,4.0,9.0,8.0,6.0,8.0,5.0,27.0,1.0,7.0,7.0,8.0,7.0,9.0,7.0,-0.35,0,0
f331-m332,34.0,1.0,4.0,8.0,8.0,5.0,6.0,5.0,30.0,1.0,4.0,8.0,8.0,6.0,6.0,5.0,0.31,0,0
f331-m333,34.0,1.0,10.0,8.0,5.0,7.0,5.0,7.0,23.0,5.0,3.0,4.0,3.0,2.0,6.0,4.0,0.13,1,0
f331-m334,34.0,1.0,10.0,8.0,7.0,6.0,6.0,6.0,29.0,1.0,5.0,8.0,7.0,7.0,5.0,5.0,-0.51,0,0
f331-m335,34.0,1.0,7.0,7.0,7.0,5.0,6.0,6.0,24.0,1.0,3.0,6.0,4.0,3.0,3.0,3.0,0.09,1,0
